SA1_7DIGITCODE_2016,State,div_nm,Formal_votes,ALP_TPP,ALP_TPP_pc,ALP_TPP_swing,LNP_TPP,LNP_TPP_pc,LNP_TPP_swing
4103625,SA,Adelaide,329.6,203.3,61.69,-4.61,126.3,38.31,4.61
4103626,SA,Adelaide,296,179.6,60.66,-4.26,116.5,39.34,4.26
4103627,SA,Adelaide,206,125.1,60.73,-3.38,80.9,39.27,3.38
4103628,SA,Adelaide,325.5,199.7,61.36,-4.04,125.8,38.64,4.04
4103629,SA,Adelaide,234,140.3,59.95,-3.3,93.72,40.05,3.3
4103630,SA,Adelaide,252.9,151,59.68,-3.18,102,40.32,3.18
4103631,SA,Adelaide,350.3,203.8,58.18,-3.13,146.5,41.82,3.13
4103632,SA,Adelaide,265.9,155.7,58.53,-3.81,110.3,41.47,3.81
4103633,SA,Adelaide,276.5,158.4,57.3,-3,118,42.7,3
4103634,SA,Adelaide,281.8,157.3,55.83,-2.15,124.5,44.17,2.15
4103635,SA,Adelaide,302.4,160.9,53.2,-1.1,141.5,46.8,1.1
4103636,SA,Adelaide,327.5,178.8,54.59,-1.39,148.7,45.41,1.39
4103637,SA,Adelaide,302.5,157.4,52.04,-0.68,145.1,47.96,0.68
4103638,SA,Adelaide,191.8,100,52.15,-0.81,91.76,47.85,0.81
4103639,SA,Adelaide,156.9,85.47,54.46,-2.59,71.45,45.54,2.59
4103640,SA,Adelaide,298.1,160.4,53.81,-1.88,137.7,46.19,1.88
4103641,SA,Adelaide,273.5,163.9,59.94,-2.99,109.6,40.06,2.99
4103642,SA,Adelaide,361.6,205.2,56.74,-2.16,156.4,43.26,2.16
4103643,SA,Adelaide,326.1,189.9,58.22,-2.59,136.3,41.78,2.59
4103644,SA,Adelaide,259.2,154.7,59.69,-2.35,104.5,40.31,2.35
4103646,SA,Adelaide,221.9,150,67.62,-2.88,71.83,32.38,2.88
4103647,SA,Adelaide,0.93,0.68,73.55,-3.05,0.24,26.45,3.05
4103649,SA,Adelaide,176.4,104.7,59.34,-3.07,71.75,40.66,3.07
4103650,SA,Adelaide,100,66.47,66.47,-3.41,33.53,33.53,3.41
4103718,SA,Adelaide,241.3,139.1,57.63,-6.51,102.2,42.37,6.51
4103719,SA,Adelaide,254,149.6,58.91,-6.95,104.4,41.09,6.95
4103720,SA,Adelaide,217.8,126.6,58.14,-7.04,91.15,41.86,7.04
4103721,SA,Adelaide,263.3,155.9,59.21,-7.09,107.4,40.79,7.09
4103725,SA,Adelaide,203.3,108.8,53.53,-3.85,94.45,46.47,3.85
4103729,SA,Adelaide,248.6,135.2,54.4,-4.1,113.3,45.6,4.1
4103730,SA,Adelaide,311.6,165.7,53.16,-3.73,146,46.84,3.73
4103741,SA,Adelaide,301,166.8,55.42,-4.97,134.2,44.58,4.97
4103743,SA,Adelaide,191.7,104.7,54.63,-4.57,86.96,45.37,4.57
4103744,SA,Adelaide,163.8,87.96,53.71,-3.98,75.82,46.29,3.98
4103746,SA,Adelaide,327.6,197.6,60.32,-7.71,130,39.68,7.71
4103747,SA,Adelaide,328,195.4,59.55,-7.69,132.7,40.45,7.69
4103752,SA,Adelaide,338.1,178,52.65,-3.18,160.1,47.35,3.18
4103753,SA,Adelaide,506,269.3,53.22,-3.27,236.7,46.78,3.27
4103755,SA,Adelaide,444.9,242.6,54.53,-3.9,202.3,45.47,3.9
4103756,SA,Adelaide,208.1,112.8,54.23,-4.23,95.23,45.77,4.23
4103758,SA,Adelaide,1106,606.4,54.83,-3.2,499.7,45.17,3.2
4103759,SA,Adelaide,139.8,75.35,53.91,-3.9,64.42,46.09,3.9
4103814,SA,Adelaide,407.7,226.5,55.55,-4.32,181.2,44.45,4.32
4103815,SA,Adelaide,304.9,168.5,55.24,-4.43,136.5,44.76,4.43
4103816,SA,Adelaide,267.6,147.4,55.09,-4.52,120.2,44.91,4.52
4103817,SA,Adelaide,328.8,184.2,56.02,-4.76,144.6,43.98,4.76
4103818,SA,Adelaide,236.3,131.1,55.49,-4.06,105.2,44.51,4.06
4103824,SA,Adelaide,333.3,180,54,-3.6,153.3,46,3.6
4103827,SA,Adelaide,282.8,148.1,52.36,-2.47,134.7,47.64,2.47
4103828,SA,Adelaide,279.3,142.2,50.93,-1.9,137.1,49.07,1.9
4103829,SA,Adelaide,358.7,194.1,54.12,-3.56,164.6,45.88,3.56
4103832,SA,Adelaide,237.8,132.4,55.68,-4.56,105.4,44.32,4.56
4103839,SA,Adelaide,189.6,105.5,55.63,-4.3,84.14,44.37,4.3
4109115,SA,Adelaide,382.5,217.6,56.87,0.55,165,43.13,-0.55
4109116,SA,Adelaide,232.9,132.1,56.72,0.86,100.8,43.28,-0.86
4109301,SA,Adelaide,310.3,210,67.68,2.59,100.3,32.32,-2.59
4109302,SA,Adelaide,308.4,210.1,68.1,2.81,98.37,31.9,-2.81
4109303,SA,Adelaide,118.4,73.75,62.27,1.82,44.68,37.73,-1.82
4109304,SA,Adelaide,237.6,156.8,65.97,1.01,80.86,34.03,-1.01
4109305,SA,Adelaide,472.5,305.9,64.73,2.19,166.6,35.27,-2.19
4109306,SA,Adelaide,260.8,172,65.96,-3.19,88.78,34.04,3.19
4109307,SA,Adelaide,343.5,222.1,64.64,-1.72,121.5,35.36,1.72
4109308,SA,Adelaide,225,149.2,66.28,-1.23,75.88,33.72,1.23
4109309,SA,Adelaide,219.6,141.7,64.54,-1.29,77.88,35.46,1.29
4109310,SA,Adelaide,230.3,149.9,65.11,-1.01,80.35,34.89,1.01
4109311,SA,Adelaide,287.3,188,65.43,-1.27,99.32,34.57,1.27
4109312,SA,Adelaide,194.4,131.2,67.47,2.74,63.24,32.53,-2.74
4109313,SA,Adelaide,226.3,146.5,64.74,1.76,79.78,35.26,-1.76
4109314,SA,Adelaide,244.3,159.8,65.38,2.25,84.58,34.62,-2.25
4109315,SA,Adelaide,215.4,138.5,64.3,1.78,76.89,35.7,-1.78
4109316,SA,Adelaide,303.3,180.4,59.49,1.13,122.9,40.51,-1.13
4109317,SA,Adelaide,239.1,152.7,63.85,2.26,86.45,36.15,-2.26
4109318,SA,Adelaide,655.6,415.8,63.41,2.44,239.9,36.59,-2.44
4109319,SA,Adelaide,259.1,164.7,63.57,1.82,94.38,36.43,-1.82
4109320,SA,Adelaide,285.5,177.2,62.07,1.84,108.3,37.93,-1.84
4109321,SA,Adelaide,345.2,217.1,62.87,2.29,128.2,37.13,-2.29
4109322,SA,Adelaide,316.5,205.1,64.78,2.3,111.5,35.22,-2.3
4109323,SA,Adelaide,357.7,221.9,62.04,-0.21,135.8,37.96,0.21
4109324,SA,Adelaide,262,163,62.21,-0.07,99.03,37.79,0.07
4109325,SA,Adelaide,232.1,139,59.9,0.01,93.1,40.1,-0.01
4109326,SA,Adelaide,178.1,112.5,63.17,-0.06,65.61,36.83,0.06
4109327,SA,Adelaide,345.5,223,64.55,-1.72,122.5,35.45,1.72
4109328,SA,Adelaide,262.1,169.1,64.54,-2.38,92.94,35.46,2.38
4109329,SA,Adelaide,209.9,137,65.29,-0.06,72.85,34.71,0.06
4109330,SA,Adelaide,154.8,94.45,61.03,0.36,60.32,38.97,-0.36
4109331,SA,Adelaide,169.3,108.1,63.85,1.84,61.21,36.15,-1.84
4109332,SA,Adelaide,224.8,138.9,61.76,0.44,85.98,38.24,-0.44
4109333,SA,Adelaide,200.8,123.6,61.53,0.6,77.26,38.47,-0.6
4109334,SA,Adelaide,247.9,161.1,65,-3.06,86.77,35,3.06
4109335,SA,Adelaide,349.7,227.8,65.16,-1.89,121.8,34.84,1.89
4109336,SA,Adelaide,206.7,138.9,67.22,-0.1,67.75,32.78,0.1
4109337,SA,Adelaide,230.2,153.5,66.66,-2.35,76.75,33.34,2.35
4109338,SA,Adelaide,205.7,135.4,65.82,-3.07,70.32,34.18,3.07
4109339,SA,Adelaide,239.4,148.9,62.18,-0.03,90.53,37.82,0.03
4109340,SA,Adelaide,266.3,161.5,60.67,0.1,104.7,39.33,-0.1
4109341,SA,Adelaide,179.3,112.1,62.53,0.3,67.19,37.47,-0.3
4109342,SA,Adelaide,169.1,106.9,63.19,0.95,62.25,36.81,-0.95
4109343,SA,Adelaide,220.3,136.2,61.83,-0.05,84.08,38.17,0.05
4109344,SA,Adelaide,247.8,155.8,62.86,1.87,92.03,37.14,-1.87
4109701,SA,Adelaide,227.3,141.9,62.43,-0.1,85.41,37.57,0.1
4109702,SA,Adelaide,301.7,195.2,64.71,1.08,106.5,35.29,-1.08
4109728,SA,Adelaide,243.9,156,63.95,1.78,87.93,36.05,-1.78
4109729,SA,Adelaide,309.4,200.1,64.67,0.97,109.3,35.33,-0.97
4110201,SA,Adelaide,265.5,185.1,69.7,-2.87,80.46,30.3,2.87
4110203,SA,Adelaide,157.2,106.9,67.96,-2.66,50.37,32.04,2.66
4110204,SA,Adelaide,136,92.25,67.81,-1.83,43.79,32.19,1.83
4110205,SA,Adelaide,196.5,131.7,67.02,-3.6,64.81,32.98,3.6
4110206,SA,Adelaide,247,164.2,66.48,-4.63,82.8,33.52,4.63
4110207,SA,Adelaide,321.3,210.5,65.5,-5.28,110.8,34.5,5.28
4110208,SA,Adelaide,229.3,154.5,67.39,-3.67,74.76,32.61,3.67
4110209,SA,Adelaide,229,153.9,67.21,-3.87,75.06,32.79,3.87
4110210,SA,Adelaide,251.5,166.6,66.24,-3.86,84.91,33.76,3.86
4110212,SA,Adelaide,178.6,120,67.15,-4.88,58.68,32.85,4.88
4110214,SA,Adelaide,189.5,120.4,63.53,-3.07,69.11,36.47,3.07
4110215,SA,Adelaide,267.2,175.1,65.51,-3.99,92.18,34.49,3.99
4110216,SA,Adelaide,228.4,148.2,64.86,-3.36,80.26,35.14,3.36
4110217,SA,Adelaide,323.7,212.3,65.59,-2.96,111.4,34.41,2.96
4110218,SA,Adelaide,10.67,7.43,69.65,16.43,3.24,30.35,-16.4
4110219,SA,Adelaide,0.95,0.58,61.09,-2.8,0.37,38.91,2.8
4110222,SA,Adelaide,305.7,204.5,66.88,-2.44,101.2,33.12,2.44
4110223,SA,Adelaide,232.1,159.8,68.85,-2.34,72.28,31.15,2.34
4110224,SA,Adelaide,0.98,0.54,55.27,,0.44,44.73,
4110225,SA,Adelaide,251.3,173.2,68.91,-3.04,78.12,31.09,3.04
4110226,SA,Adelaide,232.6,156.1,67.09,-2.62,76.56,32.91,2.62
4110227,SA,Adelaide,310,210,67.74,-2.8,100,32.26,2.8
4110228,SA,Adelaide,390.8,250,63.96,-0.68,140.8,36.04,0.68
4110229,SA,Adelaide,267.4,169.7,63.45,-0.98,97.74,36.55,0.98
4110231,SA,Adelaide,259.7,167.7,64.57,-4.07,91.99,35.43,4.07
4110232,SA,Adelaide,256,163.2,63.75,-3.12,92.79,36.25,3.12
4110233,SA,Adelaide,251.5,160.4,63.8,-2.74,91.05,36.2,2.74
4110234,SA,Adelaide,224.4,142.3,63.42,-3.46,82.1,36.58,3.46
4110235,SA,Adelaide,278.4,178.2,64.01,-3.16,100.2,35.99,3.16
4110236,SA,Adelaide,192.9,123.6,64.09,-3.6,69.25,35.91,3.6
4110237,SA,Adelaide,231.4,159.5,68.9,-2.99,71.99,31.1,2.99
4110238,SA,Adelaide,337.7,230.2,68.15,-2.82,107.6,31.85,2.82
4110239,SA,Adelaide,169,116.5,68.98,-2.81,52.42,31.02,2.81
4110240,SA,Adelaide,292.2,194.4,66.52,-1.81,97.83,33.48,1.81
4110241,SA,Adelaide,194,125.6,64.75,-3.65,68.37,35.25,3.65
4110242,SA,Adelaide,166.3,110.8,66.59,-4.6,55.57,33.41,4.6
4110243,SA,Adelaide,259.2,177,68.28,-2.89,82.21,31.72,2.89
4110245,SA,Adelaide,264.1,184.2,69.74,-2.49,79.93,30.26,2.49
4110247,SA,Adelaide,184.4,127.5,69.15,-3.13,56.9,30.85,3.13
4110248,SA,Adelaide,164.2,112.6,68.59,-1.56,51.57,31.41,1.56
4110249,SA,Adelaide,315.2,212.5,67.4,-4.47,102.8,32.6,4.47
4110251,SA,Adelaide,210.2,143.7,68.36,-3.14,66.51,31.64,3.14
4110614,SA,Adelaide,156.5,99.02,63.28,2.77,57.46,36.72,-2.77
4110616,SA,Adelaide,320,204.1,63.79,2.88,115.8,36.21,-2.88
4110617,SA,Adelaide,290.6,181,62.31,2.32,109.5,37.69,-2.32
4110702,SA,Adelaide,208.1,124.6,59.86,4.24,83.53,40.14,-4.24
4110703,SA,Adelaide,252.6,151.3,59.92,4.5,101.2,40.08,-4.5
4110704,SA,Adelaide,312.2,181.1,58.02,3.58,131.1,41.98,-3.58
4110713,SA,Adelaide,280.7,170.4,60.72,5.12,110.3,39.28,-5.12
4110714,SA,Adelaide,180,107.7,59.83,4.37,72.3,40.17,-4.37
4110715,SA,Adelaide,408.6,245.7,60.11,4.4,163,39.89,-4.4
4110716,SA,Adelaide,266.1,160.7,60.37,5,105.4,39.63,-5
4110717,SA,Adelaide,392.1,239.1,60.97,5.57,153,39.03,-5.57
4110718,SA,Adelaide,366,221.2,60.43,5.03,144.8,39.57,-5.03
4110719,SA,Adelaide,376.9,225.6,59.86,4.7,151.3,40.14,-4.7
4110721,SA,Adelaide,328.8,191.4,58.23,2.18,137.3,41.77,-2.18
4110722,SA,Adelaide,435.4,259.5,59.59,3.35,176,40.41,-3.35
4110723,SA,Adelaide,308.6,182.9,59.25,4.05,125.8,40.75,-4.05
4110724,SA,Adelaide,332.7,198.5,59.68,4.13,134.2,40.32,-4.13
4110730,SA,Adelaide,426.2,256.2,60.12,4.64,170,39.88,-4.64
4110731,SA,Adelaide,343.4,203.2,59.17,4.62,140.2,40.83,-4.62
4110732,SA,Adelaide,145.2,86.53,59.58,4.01,58.69,40.42,-4.01
4110733,SA,Adelaide,151,89.33,59.15,3.71,61.69,40.85,-3.71
4110734,SA,Adelaide,248.9,147.5,59.24,3.55,101.5,40.76,-3.55
4110735,SA,Adelaide,311.3,180.9,58.11,3.7,130.4,41.89,-3.7
4110736,SA,Adelaide,384.1,229.3,59.69,3.55,154.8,40.31,-3.55
4110747,SA,Adelaide,201.3,121,60.11,4.16,80.28,39.89,-4.16
4110801,SA,Adelaide,261.3,169.8,64.97,2.81,91.52,35.03,-2.81
4110802,SA,Adelaide,295.6,192.2,65.02,1.67,103.4,34.98,-1.67
4110803,SA,Adelaide,278.6,181.4,65.11,2.38,97.22,34.89,-2.38
4110804,SA,Adelaide,314.8,206.7,65.65,1.74,108.1,34.35,-1.74
4110805,SA,Adelaide,295.4,198.7,67.26,0.99,96.73,32.74,-0.99
4110806,SA,Adelaide,232.4,152,65.4,1.43,80.4,34.6,-1.43
4110807,SA,Adelaide,238.7,158.3,66.29,1.2,80.46,33.71,-1.2
4110808,SA,Adelaide,314.6,205.7,65.38,1.99,108.9,34.62,-1.99
4110812,SA,Adelaide,334.3,211.2,63.19,6.3,123,36.81,-6.3
4110813,SA,Adelaide,353.8,224.6,63.48,2.29,129.2,36.52,-2.29
4110814,SA,Adelaide,277.7,181.7,65.43,2.65,96.01,34.57,-2.65
4110815,SA,Adelaide,299.1,195.1,65.22,3.76,104,34.78,-3.76
4110816,SA,Adelaide,228.4,143.7,62.91,1.24,84.73,37.09,-1.24
4110817,SA,Adelaide,262.1,173.4,66.17,2.97,88.64,33.83,-2.97
4110818,SA,Adelaide,430.6,281.2,65.3,2.39,149.4,34.7,-2.39
4110819,SA,Adelaide,402.8,264.6,65.71,2.35,138.1,34.29,-2.35
4110820,SA,Adelaide,405.5,263,64.87,1.99,142.5,35.13,-1.99
4110821,SA,Adelaide,348,219.1,62.95,6.12,128.9,37.05,-6.12
4110822,SA,Adelaide,419.2,271.8,64.83,4.92,147.4,35.17,-4.92
4110823,SA,Adelaide,200,130.9,65.46,2.39,69.1,34.54,-2.39
4110824,SA,Adelaide,274.1,186.3,67.96,4.37,87.82,32.04,-4.37
4110825,SA,Adelaide,390.2,261.6,67.03,4.3,128.6,32.97,-4.3
4110826,SA,Adelaide,268.3,178.8,66.63,3.59,89.52,33.37,-3.59
4110827,SA,Adelaide,256.9,173.5,67.54,4.08,83.37,32.46,-4.08
4110828,SA,Adelaide,254.2,160.9,63.32,6.25,93.24,36.68,-6.25
4110829,SA,Adelaide,387.7,246.2,63.5,4.91,141.5,36.5,-4.91
4110830,SA,Adelaide,278.5,178.5,64.07,4.08,100.1,35.93,-4.08
4110831,SA,Adelaide,238.7,158.8,66.52,2.01,79.92,33.48,-2.01
4110832,SA,Adelaide,166.5,109.4,65.67,2.52,57.17,34.33,-2.52
4110833,SA,Adelaide,179.8,118.4,65.82,1.63,61.47,34.18,-1.63
4110834,SA,Adelaide,214.4,138.9,64.77,1.52,75.53,35.23,-1.52
4110835,SA,Adelaide,182.7,119.2,65.25,1.23,63.47,34.75,-1.23
4110836,SA,Adelaide,256.4,169.8,66.21,4.15,86.66,33.79,-4.15
4110837,SA,Adelaide,252.5,166.4,65.9,4.06,86.09,34.1,-4.06
2125101,VIC,Aston,124.2,51.33,41.33,0.25,72.86,58.67,-0.25
2125102,VIC,Aston,246.2,109.8,44.59,0.98,136.4,55.41,-0.98
2125103,VIC,Aston,238.6,104.5,43.78,0.77,134.1,56.22,-0.77
2125104,VIC,Aston,240.3,102.7,42.75,-0.39,137.6,57.25,0.39
2125105,VIC,Aston,363.3,159.4,43.86,-0.02,203.9,56.14,0.02
2125106,VIC,Aston,444.2,202,45.47,1.31,242.2,54.53,-1.31
2125107,VIC,Aston,375.9,168.7,44.88,0.93,207.2,55.12,-0.93
2125108,VIC,Aston,161.6,72.68,44.99,0.62,88.88,55.01,-0.62
2125109,VIC,Aston,351.7,157.3,44.73,0.12,194.4,55.27,-0.12
2125110,VIC,Aston,268.1,121.1,45.18,0.83,147,54.82,-0.83
2125111,VIC,Aston,224.9,99.4,44.19,0.28,125.5,55.81,-0.28
2125112,VIC,Aston,475.4,207.1,43.56,-2.3,268.3,56.44,2.3
2125113,VIC,Aston,283.7,125.3,44.16,-0.35,158.4,55.84,0.35
2125114,VIC,Aston,412.3,177.6,43.08,-0.87,234.7,56.92,0.87
2125115,VIC,Aston,258.6,109.6,42.39,-0.53,149,57.61,0.53
2125116,VIC,Aston,278.7,119.4,42.84,-0.53,159.3,57.16,0.53
2125117,VIC,Aston,186.6,78.87,42.27,-0.58,107.7,57.73,0.58
2125118,VIC,Aston,363.6,157.4,43.28,-0.78,206.2,56.72,0.78
2125119,VIC,Aston,196.9,85.84,43.6,-0.48,111,56.4,0.48
2125120,VIC,Aston,470.1,207.6,44.15,0.51,262.5,55.85,-0.51
2125121,VIC,Aston,231.7,102.7,44.34,0.09,129,55.66,-0.09
2125122,VIC,Aston,16.27,7.39,45.42,-2.67,8.88,54.58,2.67
2125123,VIC,Aston,177.6,78.45,44.16,-0.48,99.17,55.84,0.48
2125124,VIC,Aston,250.9,107.4,42.79,-1.43,143.6,57.21,1.43
2125125,VIC,Aston,143.2,61.2,42.74,1.07,81.98,57.26,-1.07
2125126,VIC,Aston,160.5,70.89,44.16,0.41,89.64,55.84,-0.41
2125127,VIC,Aston,194.2,86.88,44.73,1,107.3,55.27,-1
2125128,VIC,Aston,224.8,98.52,43.82,-0.93,126.3,56.18,0.93
2125401,VIC,Aston,276.7,106.9,38.63,-3.81,169.8,61.37,3.81
2125402,VIC,Aston,335.4,131.3,39.15,-4.14,204.1,60.85,4.14
2125403,VIC,Aston,373.8,147.8,39.53,-4.47,226,60.47,4.47
